"","SMILES","InChI","EndPt","ReadyBiodeg","MaxEStateIndex","MinEStateIndex","MaxAbsEStateIndex","MinAbsEStateIndex","qed","MolWt","HeavyAtomMolWt","ExactMolWt","NumValenceElectrons","NumRadicalElectrons","MaxPartialCharge","MinPartialCharge","MaxAbsPartialCharge","MinAbsPartialCharge","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","HallKierAlpha","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","FractionCSP3","HeavyAtomCount","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","RingCount","MolLogP","MolMR","fr_Al_COO","fr_Al_OH","fr_Al_OH_noTert","fr_ArN","fr_Ar_COO","fr_Ar_N","fr_Ar_NH","fr_Ar_OH","fr_COO","fr_COO2","fr_C_O","fr_C_O_noCOO","fr_C_S","fr_HOCCN","fr_Imine","fr_NH0","fr_NH1","fr_NH2","fr_N_O","fr_Ndealkylation1","fr_Ndealkylation2","fr_Nhpyrrole","fr_SH","fr_aldehyde","fr_alkyl_carbamate","fr_alkyl_halide","fr_allylic_oxid","fr_amide","fr_amidine","fr_aniline","fr_aryl_methyl","fr_azide","fr_azo","fr_barbitur","fr_benzene","fr_benzodiazepine","fr_bicyclic","fr_diazo","fr_dihydropyridine","fr_epoxide","fr_ester","fr_ether","fr_furan","fr_guanido","fr_halogen","fr_hdrzine","fr_hdrzone","fr_imidazole","fr_imide","fr_isocyan","fr_isothiocyan","fr_ketone","fr_ketone_Topliss","fr_lactam","fr_lactone","fr_methoxy","fr_morpholine","fr_nitrile","fr_nitro","fr_nitro_arom","fr_nitro_arom_nonortho","fr_nitroso","fr_oxazole","fr_oxime","fr_para_hydroxylation","fr_phenol","fr_phenol_noOrthoHbond","fr_phos_acid","fr_phos_ester","fr_piperdine","fr_piperzine","fr_priamide","fr_prisulfonamd","fr_pyridine","fr_quatN","fr_sulfide","fr_sulfonamd","fr_sulfone","fr_term_acetylene","fr_tetrazole","fr_thiazole","fr_thiocyan","fr_thiophene","fr_unbrch_alkane","fr_urea"
"1682","NCCCCCCCCN","PWGJDPKCLMLPJW-UHFFFAOYSA-N","RB",1,5.34941932791635,0.844135802469136,5.34941932791635,0.844135802469136,0.528192489774629,144.262,124.102,144.16264864,62,0,-0.00772754670391674,-0.330473503963422,0.330473503963422,0.00772754670391674,0.5,0.8,1.1,2.64760484894383,47.2192809488736,7.65685424949238,6.81155478787163,6.81155478787163,4.9142135623731,4.31649658092773,4.31649658092773,2.69867061274927,2.69867061274927,1.65824829046386,1.65824829046386,0.99578191578136,0.99578191578136,-0.08,175.076747998214,9.92,8.92,7.92,63.9736272226312,11.4673349543244,0,0,0,0,0,0,0,0,0,25.683286491704,25.9311560576772,0,0,0,0,0,0,11.4673349543244,38.5249297375561,13.0895128118252,0,0,0,11.4673349543244,0,0,0,13.0895128118252,0,0,38.5249297375561,0,0,0,0,52.04,0,0,0,0,0,13.0895128118252,38.5249297375561,0,0,0,11.4673349543244,0,0,0,0,0,0,0,0,0,20,1,10,4,2,0,0,0,0,0,0,2,2,2,7,0,0,0,0,1.2444,45.8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"1683","Nc1cccc2cccc(N)c12","YFOOEYJGMMJJLS-UHFFFAOYSA-N","NRB",0,5.77703703703704,0.741296296296297,5.77703703703704,0.741296296296297,0.576006396452195,158.204,148.124,158.08439832,60,0,0.0414119136212781,-0.398163324859062,0.398163324859062,0.0414119136212781,0.75,1.25,1.66666666666667,2.96094151157056,384.358135253228,8.55204176387779,6.61880215351701,6.61880215351701,5.7876937002347,3.81538414090221,3.81538414090221,2.79259224991086,2.79259224991086,1.96915909603727,1.96915909603727,1.39978624570592,1.39978624570592,-1.7,719.51839280578,6.97663873443496,2.41137039406828,0.889434736270587,70.7928490452576,11.4673349543244,0,0,0,0,0,0,0,0,0,24.2654682738464,17.518958351388,16.7609967638319,0,0,22.1472209782967,0,0,0,0,11.4673349543244,36.3982024107697,0,0,11.4673349543244,11.3747725493671,0,0,0,0,0,0,36.3982024107697,0,10.7724484289296,0,52.04,0,0,0,0,0,22.1472209782967,0,0,36.3982024107697,0,11.4673349543244,0,0,0,0,0,0,0,0,0,26.6666666666667,0,12,4,2,0,0,0,2,0,2,2,2,2,0,0,0,0,2,2.0042,52.7728,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1684","OC(=O)CNC(=O)c1ccccc1","QIAFMBKCNZACKA-UHFFFAOYSA-N","RB",1,11.1746759259259,-1.05159155328798,11.1746759259259,0.353444822373394,0.709628699357765,179.175,170.103,179.058243148,68,0,0.322480548640377,-0.479930323197097,0.479930323197097,0.322480548640377,1.23076923076923,1.84615384615385,2.38461538461538,2.54457334195359,307.895669773136,9.68179827587471,6.85756830356236,6.85756830356236,6.19837730275766,3.74964547192335,3.74964547192335,2.442441482833,2.442441482833,1.43614896994206,1.43614896994206,0.847481068470918,0.847481068470918,-1.84,895.903098462908,9.24960573476702,4.25165629289157,2.94357850474447,75.1933695985784,10.423315998847,6.54475640591258,0,0,5.90717972935151,5.96930528795185,9.58907436814364,0,0,0,18.1991012053848,12.1327341369232,5.563451491697,0,14.6956017629843,11.8764850173034,0,5.31678860400633,0,0,6.54475640591258,35.895286834005,0,0,5.31678860400633,0,0,0,23.5277688180566,4.79453718407182,0,10.3579886757688,30.3318353423081,0,0,0,66.4,5.96930528795185,9.58907436814364,0,12.4519361352641,5.563451491697,0,0,30.3318353423081,0,5.31678860400633,5.10652739484071,0,0,0,0,0,0,0,0,0,39,0.111111111111111,13,2,4,0,0,0,1,0,1,2,2,4,3,0,0,0,1,0.500999999999999,46.411,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1685","CC#CC","XNMQEEKYCVKGBD-UHFFFAOYSA-N","NRB",0,2.68055555555556,1.81944444444444,2.68055555555556,1.81944444444444,0.362197821938447,54.092,48.044,54.046950192,22,0,-0.00271449950220887,-0.107032727197299,0.107032727197299,0.00271449950220887,1,1.25,1.25,2.82584012854152,36.7939875194712,3.41421356237309,3,3,1.91421356237309,1.25,1.25,0.5,0.5,0.25,0.25,0,0,-0.44,6.85475297227334,3.56,2.56,1.56,26.8333027628786,0,0,0,0,0,0,0,0,0,11.8408686377113,0,13.8474743993812,0,0,0,0,0,0,0,13.8474743993812,0,0,0,11.8408686377113,0,0,0,0,0,0,11.8408686377113,13.8474743993812,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8474743993812,11.8408686377113,0,0,0,0,0,0,0,0,0,0,9,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0296,19.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1686","CC1CCCC(C)N1","SDGKUVSVPIIUCF-UHFFFAOYSA-N","NRB",0,3.47916666666667,0.762731481481481,3.47916666666667,0.762731481481481,0.50214926425163,113.204,98.084,113.12044948,48,0,0.00411618580454533,-0.311784294172398,0.311784294172398,0.00411618580454533,1.125,1.625,1.875,2.23063765833012,62.787077443344,5.98312766312544,5.77602088193889,5.77602088193889,3.7876937002347,3.5485473884966,3.5485473884966,2.89966546703078,2.89966546703078,1.84330928797715,1.84330928797715,1.38259249295574,1.38259249295574,-0.04,64.0524865010122,6.08562814070352,2.49220109353075,1.47805616038451,51.472934744288,5.31678860400633,0,0,0,0,0,0,0,0,0,6.42082162292601,26.6891176452333,12.0836816582959,0,0,0,0,5.31678860400633,0,45.1936209264552,0,0,0,0,5.31678860400633,0,0,0,12.0836816582959,0,0,33.1099392681593,0,0,0,0,12.03,0,0,0,0,0,12.0836816582959,19.262464868778,0,0,19.1642630033876,0,0,0,0,0,0,0,0,0,0,13.6666666666667,1,8,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1.5369,35.9107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687","CCCCCCCCCCCCCCCCCCCCCCCCCCO","IRHTZOCLLONTOC-UHFFFAOYSA-N","RB",1,8.73789908934316,0.374260355029586,8.73789908934316,0.374260355029586,0.164771130043776,382.717,328.285,382.417466348,164,0,0.0430524072288891,-0.396376569342282,0.396376569342282,0.0430524072288891,0.296296296296296,0.481481481481481,0.666666666666667,2.95401483941462,214.363339375481,19.6776695296637,19.1248831251636,19.1248831251636,13.4142135623731,13.0233345472034,13.0233345472034,8.85533478139527,8.85533478139527,6.01166727360169,6.01166727360169,4.07411400010436,4.07411400010436,-0.04,852888.984796773,26.96,25.96,25.96,172.657037639941,5.10652739484071,0,0,0,0,0,0,0,0,0,154.602634526989,6.42082162292601,6.60688196451292,0,5.10652739484071,0,0,0,0,161.023456149915,6.60688196451292,0,0,0,0,0,0,0,11.7134093593536,0,0,161.023456149915,0,0,0,0,20.23,0,0,0,0,6.60688196451292,6.42082162292601,147.678897327298,0,0,6.92373719969062,5.10652739484071,0,0,0,0,0,0,0,0,0,45.5,1,27,1,1,0,0,0,0,0,0,1,1,1,24,0,0,0,0,9.361,123.5678,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"1688","Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","KHCZSJXTDDHLGJ-UHFFFAOYSA-N","NRB",0,5.67570987654321,0.113456790123457,5.67570987654321,0.113456790123457,0.415912047092551,265.354,263.338,262.862987464,66,0,0.0852743511823617,-0.396221679127734,0.396221679127734,0.0852743511823617,0.583333333333333,0.833333333333333,1.16666666666667,3.60356745147455,230.203224772408,9.46410161513776,5.46717263423576,9.24681736432803,5.46410161513775,2.73358631711788,4.62340868216402,1.98358631711788,3.87340868216402,1.24375924653408,3.54974546215028,0.62187962326704,1.77487273107514,0.47,416.314364797151,10.5501924619086,3.68572552572852,1.56811785913679,94.287624950918,5.73366747716218,0,0,0,0,0,0,0,0,0,58.0046994511626,0,0,30.8005528433902,0,63.6920857258461,0,0,0,0,5.73366747716218,25.1131665687066,0,0,5.73366747716218,5.68738627468356,0,58.0046994511626,0,0,0,0,0,25.1131665687066,0,0,26.02,0,0,0,30.8005528433902,0,0,0,0,0,0,63.7383669283248,0,28.3696913580247,0,0,0,0,0,0,0,6.18586419753087,0,12,2,1,0,0,0,1,0,1,1,1,6,0,0,0,0,1,4.5358,55.9044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1689","Cc1cc(C)c(O)c(C)c1","BPRYUXCVCCNUFE-UHFFFAOYSA-N","NRB",0,9.33074074074074,0.421851851851852,9.33074074074074,0.421851851851852,0.579935465772167,136.194,124.098,136.088815004,54,0,0.120903585797186,-0.507407026806241,0.507407026806241,0.120903585797186,1,1.4,1.8,3.31053287472241,227.900333363576,7.7236146391316,6.60191413387921,6.60191413387921,4.60906090528062,3.37830733612923,3.37830733612923,2.74732427198552,2.74732427198552,1.63539831307467,1.63539831307467,1.17240210860845,1.17240210860845,-0.98,153.181560340038,7.13086474501108,2.33145278090424,1.12769129841968,61.3204632148828,5.10652739484071,5.74951183328391,0,0,0,0,0,0,0,0,17.6961856286202,31.8981145824659,0,0,5.10652739484071,0,0,0,0,20.7712115990719,0,28.8230886120142,0,5.74951183328391,0,0,5.74951183328391,0,5.10652739484071,0,20.7712115990719,16.690354475091,12.1327341369232,0,0,0,20.23,0,5.10652739484071,0,0,5.74951183328391,11.126902983394,5.563451491697,0,32.9039457359951,0,0,0,0,0,0,0,0,0,0,0,22.6666666666667,0.333333333333333,10,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,2.31746,42.3178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","OC(=O)c1cccc(Cl)c1","LULAYUGMBFYYEX-UHFFFAOYSA-N","RB",1,10.2945061728395,-0.956018518518519,10.2945061728395,0.215277777777778,0.675780363757627,156.568,151.528,155.99780708,52,0,0.335232220793998,-0.47763862626875,0.47763862626875,0.335232220793998,1.5,2.2,2.6,3.06989926575927,257.537948926481,7.56047793231507,5.04282743573155,5.79875638175001,4.69837730275766,2.68808038453244,3.06604485754167,1.81549991293324,2.25193569340522,1.07156808957366,1.3066651923614,0.621510448274542,0.811798296413742,-1.02,178.192787422904,7.09135857461025,2.70894445667654,1.48152302582378,63.055367313015,5.10652739484071,0,0,0,0,5.96930528795185,0,4.79453718407182,0,0,17.6673069586941,18.1991012053848,5.02263331374133,5.563451491697,9.90106457891253,17.5702451781844,0,0,0,0,0,34.8515530792848,0,0,0,0,0,11.6009398902325,11.0758326827926,0,0,10.3579886757688,24.2654682738464,5.02263331374133,0,0,37.3,5.96930528795185,4.79453718407182,0,5.563451491697,5.02263331374133,0,12.1327341369232,12.1327341369232,0,0,16.7074672850732,0,5.52558641975309,0,0,0,0,0,0,0,24.585524691358,0,10,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,2.0382,38.4113,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1691","COc1cccc(N)c1","NCBZRJODKRCREW-UHFFFAOYSA-N","NRB",0,5.45416666666667,0.73087962962963,5.45416666666667,0.73087962962963,0.570691384997072,123.155,114.083,123.068413908,48,0,0.120411932846934,-0.49668807798677,0.49668807798677,0.120411932846934,1.44444444444444,2.22222222222222,2.66666666666667,2.93686610233659,197.862568537198,6.69023444431199,5.29499963641199,5.29499963641199,4.32569850269549,2.72241477533653,2.72241477533653,1.77661406265473,1.77661406265473,1.09379443156306,1.09379443156306,0.641521317481764,0.641521317481764,-1.18,126.05435680455,5.94787723785166,2.39556174065978,1.35339301150399,54.2497811604132,10.4705304309622,5.74951183328391,0,0,0,0,0,0,0,0,6.06636706846161,12.1327341369232,11.7537533431452,7.10979754127753,4.73686295380005,5.68738627468356,0,0,0,0,12.8434650184397,24.2654682738464,0,5.74951183328391,10.4705304309622,5.68738627468356,5.74951183328391,0,7.10979754127753,0,0,0,24.2654682738464,0,0,0,35.25,0,0,0,0,0,11.4368981079675,0,13.1761646097391,18.1991012053848,0,10.4705304309622,0,0,0,0,0,0,0,0,0,20.8333333333333,0.142857142857143,9,2,2,0,0,0,1,0,1,2,1,2,1,0,0,0,1,1.2774,37.4064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1692","BrC=CBr","UWTUEMKLYAGTNQ-UHFFFAOYSA-N","NRB",0,3.02083333333333,1.72916666666667,3.02083333333333,1.72916666666667,0.543500411047442,185.846,183.83,183.852324264,24,0,-0.011957664256772,-0.0589217638219503,0.0589217638219503,0.011957664256772,1,1.25,1.25,2.54919333848297,19.2192809488736,3.41421356237309,1.91062948439771,5.08262256262711,1.91421356237309,0.769769113805318,2.6011201713887,0.251976315339485,1.30930734141595,0.0476190476190476,1.28571428571429,0,0,0.7,6.85475297227334,4.7,3.7,2.7,42.1496853213246,0,0,0,0,0,0,0,0,0,0,31.8598877958987,9.9705762619386,0,0,0,31.8598877958987,0,0,0,0,0,9.9705762619386,0,0,0,0,0,31.8598877958987,0,0,0,0,9.9705762619386,0,0,0,0,0,0,0,0,0,0,0,9.9705762619386,0,31.8598877958987,0,0,0,0,0,0,0,0,0,0,3.45833333333333,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.2474,26.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1693","ClC1CCCCC1","UNFUYWDGSFDHCW-UHFFFAOYSA-N","NRB",0,5.81663580246914,0.508101851851852,5.81663580246914,0.508101851851852,0.429145761434912,118.607,107.519,118.054928032,42,0,0.0335636027699984,-0.123008883035328,0.123008883035328,0.0335636027699984,1,1.57142857142857,1.85714285714286,2.12291794995937,46.1417094500763,5.11288417512236,4.49084864813159,5.24677759415004,3.39384685011735,3.03471447116372,3.4711502516357,2.23529227548844,2.85250567533681,1.53471447116372,1.9711502516357,1.05276788174576,1.36137458166994,0.29,47.1972525729723,5.42717421124829,2.56125564394441,1.68444241539722,49.861396673165,0,0,0,0,0,0,0,0,0,11.6009398902325,19.262464868778,12.841643245852,5.37708786820573,0,0,11.6009398902325,0,0,0,37.4811959828358,0,0,0,0,0,0,0,11.6009398902325,5.37708786820573,0,0,32.1041081146301,0,0,0,0,0,0,0,0,0,5.37708786820573,0,32.1041081146301,0,0,0,11.6009398902325,0,5.81663580246914,0,0,0,0,0,0,0,7.12780864197531,1,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,2.5579,32.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1694","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC","QHMGJGNTMQDRQA-UHFFFAOYSA-N","RB",1,2.30659535016396,1.37447970863684,2.30659535016396,1.37447970863684,0.0993296980100884,450.88,384.352,450.516452112,194,0,-0.0533059727891157,-0.0653823832227927,0.0653823832227927,0.0533059727891157,0.15625,0.25,0.34375,2.98295384804178,264.413435736511,23.2132034355964,23.2132034355964,23.2132034355964,15.9142135623731,15.9142135623731,15.9142135623731,10.8994949366117,10.8994949366117,7.45710678118655,7.45710678118655,5.09619407771256,5.09619407771256,0,9890497.32294986,32,31,30,206.052456574125,0,0,0,0,0,0,0,0,0,0,206.472123087162,0,0,0,0,0,0,0,0,206.472123087162,0,0,0,0,0,0,0,0,0,0,0,206.472123087162,0,0,0,0,0,0,0,0,0,0,0,192.62464868778,0,0,13.8474743993812,0,0,0,0,0,0,0,0,0,0,49,1,32,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,12.7292,149.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"1695","Nc1ccc(Cl)cc1Cl","KQCMTOWTPBNWDB-UHFFFAOYSA-N","NRB",0,5.60450617283951,0.502314814814815,5.60450617283951,0.502314814814815,0.582518851969815,162.019,156.979,160.97990452,48,0,0.064972247180569,-0.397521548990401,0.397521548990401,0.064972247180569,1.22222222222222,1.88888888888889,2.33333333333333,3.17167803044092,222.29788705001,6.85337115112852,4.56533002277696,6.07718791481387,4.19837730275766,2.40467347931662,3.16060242533508,1.66583488946259,2.50947079667518,0.962497509116109,1.52492144725784,0.501504763399406,0.909998692231482,-0.4,104.200919306593,6.71627906976744,2.4602853745541,1.50123456790123,63.377826270273,5.73366747716218,0,0,0,0,0,0,0,0,0,23.201879780465,18.1991012053848,5.02263331374133,10.7100195884249,0,28.8892660551486,0,0,0,0,5.73366747716218,28.2443678328675,0,0,5.73366747716218,5.68738627468356,0,23.201879780465,0,0,0,0,18.1991012053848,10.0452666274827,0,0,26.02,0,0,0,0,15.7326529021662,0,0,18.1991012053848,0,0,28.9355472576272,0,11.1814506172839,0,0,0,0,0,0,0,12.0407716049383,0,9,2,1,0,0,0,1,0,1,1,1,3,0,0,0,0,1,2.5756,40.8744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1696","CC(=C)CCl","OHXAOPZTJOUYKM-UHFFFAOYSA-N","RB",1,5.23688271604938,0.583333333333333,5.23688271604938,0.583333333333333,0.34029328959322,90.553,83.497,90.023627904,30,0,0.042777758859768,-0.121934412961332,0.121934412961332,0.042777758859768,2,2.2,2.2,2.84737892308767,38.9126093832433,4.28445705037617,3.29217803538232,4.04810698140078,2.27005561002966,1.47436802309897,2.00889050692382,1.09073740214276,1.35799864405518,0.228121739208519,0.684365217625557,0,0,0.03,9.65148445440323,5.03,2.27813895781638,4.03,37.4477405657168,0,0,0,0,0,0,0,0,0,11.6009398902325,12.1520402136678,6.92373719969062,5.88000344497034,0,0,11.6009398902325,0,0,0,6.92373719969062,5.88000344497034,12.1520402136678,0,0,0,0,0,11.6009398902325,5.88000344497034,0,0,6.92373719969062,12.1520402136678,0,0,0,0,0,0,0,0,5.88000344497034,5.57310453006927,0,0,6.92373719969062,6.5789356835985,11.6009398902325,0,5.23688271604938,0,0,0,0,0,0,0,7.0408950617284,0.5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.8013,25.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1697","Oc1cccc(Cl)c1Cl","UMPSXRYVXUPCOS-UHFFFAOYSA-N","NRB",0,8.8837037037037,0.0177469135802475,8.8837037037037,0.0177469135802475,0.622739722153386,163.003,158.971,161.963920108,48,0,0.135197543738178,-0.506337987443325,0.506337987443325,0.135197543738178,1.22222222222222,1.88888888888889,2.33333333333333,3.2478347337367,202.04788705001,6.85337115112852,4.43519334908729,5.9470512411242,4.21521405516327,2.3455882066155,3.10151715263395,1.57294370128151,2.35810830103134,0.931212203911169,1.74013908125635,0.492415396662244,0.787955036372741,-0.4,109.737515096202,6.71627906976744,2.4602853745541,1.28858131487889,62.8321693254563,5.10652739484071,10.7721451470252,0,0,0,0,0,0,0,0,29.2682468489266,12.1327341369232,0,5.02263331374133,5.10652739484071,23.201879780465,0,0,0,0,0,28.2443678328675,0,5.74951183328391,0,0,5.74951183328391,23.201879780465,5.10652739484071,0,0,0,18.1991012053848,10.0452666274827,0,0,20.23,0,0,0,10.7721451470252,5.02263331374133,0,6.06636706846161,12.1327341369232,0,0,28.3084071753057,0,11.0177160493827,0,0,0,0,0,0,0,14.2045061728395,0,9,1,1,0,0,0,1,0,1,1,1,3,0,0,0,0,1,2.699,38.1268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
