SMILES,EndPt,ReadyBiodeg
CCCCCCC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,NRB,0
CC(C)(C)c1ccc(cc1)C(=O)O,NRB,0
Oc1c(cccc1C2CCCCC2)C3CCCCC3,NRB,0
CCCCCCCCCCCCCCCCCCCCCCCCCCO,RB,1
CCOC(=O)c1ccc(cc1)NC(=O)CCl,RB,1
OC(=O)\C=C/C(O)=O,RB,1
Nc1cccc(c1)[N+]([O-])=O,NRB,0
BrCC(=O)OCCOC(=O)CBr,NRB,0
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,NRB,0
CC(=O)c1ccc(O)cc1,RB,1
OCCN1CCOCC1,RB,1
CC(=O)NC1C(O)C(O)C(CO)OC1O,RB,1
OC(=O)c1ccccc1C(O)=O,RB,1
C1CCNCC1,RB,1
CCOc1ccccc1NC(=O)c1cc2ccccc2c(c1O)N=Nc1ccccc1[N+](=O)[O-],NRB,0
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,NRB,0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],RB,1
c1ccc2ncccc2c1,NRB,0
CCCCC\C=C/C/C=C\CCCCCCCC(O)=O,RB,1
CC1CC(C)(C)CC(C1)(OOC(C)(C)C)OOC(C)(C)C,NRB,0
CC(=O)c1ccccc1,RB,1
N#CCCN(c1ccc(cc1)/N=N/c1sc2c(n1)cc(c(c2)Cl)Cl)C,NRB,0
CC(=O)N(C)C,RB,1
CCl,NRB,0
CCOC(=O)c1ccc2c(c1)C(OC2=O)(c1ccc(cc1OCC)N(CC)CC)c1c2ccccc2n(c1C)CC,NRB,0
Nc1cccc(Cl)c1,NRB,0
O=C1NC(=O)CC(=O)N1,RB,1
CC(C)(C)c1ccc(cc1)C(O)=O,NRB,0
CCCCC(CC)COC(=O)C(=C)C,RB,1
CNC(C)C(O)c1ccccc1,NRB,0
CCc1cccc(O)c1,RB,1
Cc1cc(c(N)cc1Cl)S(=O)(=O)O,NRB,0
COC(=O)CC(C)=O,RB,1
CCC(=O)O,RB,1
C=O,RB,1
CCCOC(=O)c1ccc(nc1)C(=O)OCCC,NRB,0
Cc1cccc(c1)C(C)C,NRB,0
COc1cc(ccc1/N=N/c1ccc(cc1)O)/N=N/c1ccc(cc1)[N+](=O)[O-],NRB,0
CC1OCCSC=1C(=O)Nc1ccccc1,RB,1
BrCCBr,NRB,0
CCNc1ccc(C)cc1,NRB,0
Nc1cccc2cccc(c21)S(O)(=O)=O,NRB,0
O=C(OCCN(CCC#N)c1ccc(cc1)N=Nc2ccc(cc2)N(=O)=O)c3ccccc3,NRB,0
Nc1cccc2c1cccc2N,NRB,0
Clc1ccc(C(=O)OOC(=O)c2ccc(Cl)cc2Cl)c(Cl)c1,NRB,0
C\C=C\C\C=C\C\C=C\CC=C,NRB,0
Cc1[nH]cc[n]1,NRB,0
Nc1ccc(cc1)Oc1ccc(N)cc1,NRB,0
Cc1ccccc1S(N)(=O)=O,NRB,0
Cc1cc(C)c(N)c(Cl)c1,NRB,0
C=CCCCCO,RB,1
CCCC[Sn](OC(=O)C=CC(=O)O)(CCCC)CCCC,NRB,0
CC(C)OC(=O)Nc1cccc(Cl)c1,RB,1
COc1ccccc1O,RB,1
OCCN(S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,NRB,0
CC(=C)C(=O)OCCCC,RB,1
COC(C)=O,RB,1
CC(C)(C)c1cc(Sc2cc(c(O)cc2C)C(C)(C)C)c(C)cc1O,NRB,0
OC(=O)CC#N,RB,1
COP(=O)(NC(=O)C)SC,RB,1
OC(=O)c1ccc2cc(ccc2c1)C(=O)O,NRB,0
Oc1ccc2cc(cc(c2c1N=Nc1ccc(c2ccccc12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O,NRB,0
COc1cc(NS(=O)(=O)c2ccc(cc2)C)c2c(c1N)C(=O)c1c(C2=O)cccc1,NRB,0
s1cnc2ccccc12,NRB,0
OCCN(S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC,NRB,0
NCCCCCCCCN,RB,1
C[S](O)(=O)=O,RB,1
N#Cc1ccccc1,RB,1
C(c1ccccc1)c2ccccc2,NRB,0
ClCCO[P](=O)(OCCCl)OCCCl,NRB,0
COc1cccc2ccccc12,NRB,0
COc1c(N)cccc1[N+]([O-])=O,NRB,0
C=CC(=O)OCCO,RB,1
C(c1ccc(cc1)N(CC1CO1)CC1CO1)c1ccc(cc1)N(CC1CO1)CC1CO1,NRB,0
Nc1cccnc1N,NRB,0
CC(=C)C(=O)OC,RB,1
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,RB,1
O=C1NC=CC=C1,RB,1
Cl[C@@H]1[C@H](Cl)[C@@H](Cl)[C@@H]([C@@H]([C@H]1Cl)Cl)Cl,NRB,0
Oc1c(Br)c2ccccc2nc1C3C(=O)c4ccccc4C3=O,NRB,0
Cc1cccc(c1C)[N+]([O-])=O,NRB,0
CC(O)CN(CC(C)O)CC(C)O,NRB,0
CN(C)N=O,NRB,0
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)(COC(=O)CCc3cc(c(O)c(c3)C(C)(C)C)C(C)(C)C)COC(=O)CCc4cc(c(O)c(c4)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,NRB,0
CC(C)(c1ccc(cc1)OCCO)c1ccc(cc1)OCCO,NRB,0
Cc1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C,NRB,0
CC(C)c1ccc(OP(=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1,NRB,0
C\C(=C\1/C(=O)OC(=CC1=O)C)\O,RB,1
Cc1ccc(cc1)C(C)C,RB,1
OCC#C,RB,1
CCCCCCCCCCCC,RB,1
CN=C=S,NRB,0
NCCNCCNCCNCCNCCN,NRB,0
c1ccc2c3c(cccc31)-c1ccccc1-2,NRB,0
Cc1ccc(O)c(c1)C(C)(C)C,NRB,0
O=Cc1ccc(cc1)C=O,RB,1
Clc1ccccc1NNc1ccccc1Cl,NRB,0
Nc1c(Cl)cc(cc1Cl)[N+](=O)[O-],NRB,0
CCCCCCCCCl,RB,1
N#Cc1cc(Br)c(O)c(Br)c1,RB,1
Clc1cc(ccc1/N=N/c1c(O)ccc2c1cccc2)N(=O)=O,NRB,0
CC(O)=O,RB,1
[O-][N+](=O)c1cc(Cl)cc(Cl)c1O,NRB,0
NCCNCc1ccccc1,NRB,0
O=NN(c1ccccc1)c2ccccc2,NRB,0
ClCc1cc(Cl)c(Cl)cc1,NRB,0
CCCCCC(=O)O,RB,1
COC(=O)c1cccc(c1)C(=O)OC,RB,1
CCCCN(c1ccc(c(c1)C)/N=N/c1c(Br)cc(cc1C#N)[N+](=O)[O-])CCOC(=O)C,NRB,0
CC(=O)OC(OC(=O)C)C=C,RB,1
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,NRB,0
Oc1ccc(cc1)N=Nc1ccc(c2c1cccc2)N=Nc1ccccc1,NRB,0
OC(=O)C1C(C(O)=O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,NRB,0
[O-][N+](=O)c1ccc(CCl)cc1,NRB,0
CCCCCCCCCCCCCCCC(=O)N,NRB,0
N#CC(=Cc1ccc2c(c1)C(C)CC(N2CCOC(=O)Nc1ccccc1)(C)C)C#N,NRB,0
c1ccc2scnc2c1,NRB,0
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,NRB,0
O=CCCCC=O,NRB,0
ClCS(=O)(=O)Nc1cc(Cl)c(Cl)c(Cl)c1Oc2cccc(Cl)c2,NRB,0
CC(=O)CC(=O)Nc1ccc(cc1C)c2ccc(NC(=O)CC(C)=O)c(C)c2,NRB,0
CCCCCCCC(=O)OC,NRB,0
CCCCCCCCCCC(O)=O,RB,1
C[Si](O[Si](C)(C)C)(C)C,NRB,0
CN(C)CCn1nnnc1SCC2=C(N4C(SC2)C(NC(=O)Cc3csc(N)n3)C4=O)C(O)=O,NRB,0
OC(CC(O)=O)C(O)=O,RB,1
[O-][N+](=O)c1c(Cl)cc(Cl)cc1Cl,NRB,0
Cc1ccc(C)c(C)c1,NRB,0
CCCCCCCCC(=O)O,RB,1
COC(=O)CCCC(=O)OC,RB,1
[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,NRB,0
Cc1ccc(cc1)NCC,NRB,0
N(c1ccccc1)c2cccc3ccccc23,NRB,0
Cc1ccc(N)cc1C,NRB,0
CC(C)c1cccc(C(C)C)c1O,NRB,0
COc1ccccc1/N=N/c1c(O)ccc2c1cccc2,NRB,0
Oc1ccc2c(c1N=Nc1cccc3c1cccc3)cccc2,NRB,0
CCCCC(C)O,NRB,0
CCN(CC)C(=O)CSc1ccc(Cl)[n][n]1,NRB,0
CNC(=O)Oc1ccccc1C(C)C,NRB,0
CCCCC1CCC(CC1)C(=O)OC1CCC(CCCC)CC1,RB,1
CCCCCCCCO,RB,1
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,NRB,0
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,NRB,0
CC=C(C(=O)OC)C(=O)OC,RB,1
C1CCCO1,RB,1
CCCC[Sn](CCCC)(CCCC)OC(=O)C(Br)C(Br)C(=O)O[Sn](CCCC)(CCCC)CCCC,NRB,0
O=C1C=CNC=C1,RB,1
OC(=O)c1cccc(c1)S(=O)(=O)O,NRB,0
Nc1cccc(O)c1,NRB,0
[nH]1nc2ccccc2n1,NRB,0
CC(C)OCCO,NRB,0
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OCC(O)C1O,RB,1
OCc1ccccc1,RB,1
CC(=O)C1CCOC1=O,RB,1
OS(=O)(=O)c1cccc2c1C(=O)c1ccccc1C2=O,NRB,0
OCCOC(=O)C=C,RB,1
OCCN1c2cc(C)c(cc2C(CC1(C)C)C)/N=N/c1c(Cl)cc(cc1[N+](=O)[O-])[N+](=O)[O-],NRB,0
CCCCCCCCCCCC(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,NRB,0
Clc1cccc2C3=NC4=NC(=Nc5n6[Cu]N3C(=NC7=NC(=Nc6c8ccccc58)c9ccccc79)c12)c%10ccccc4%10,NRB,0
CCCCCl,NRB,0
N(c1ccccc1)c2ccc3ccccc3c2,NRB,0
CC(C)CCCCCCCO,RB,1
c1ccc2ccccc2c1,NRB,0
Oc1c(Br)cc2c(c1Br)Oc1c(C32OC(=O)c2c3c(Cl)c(Cl)c(c2Cl)Cl)cc(c(c1Br)O)Br,NRB,0
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,NRB,0
OC(=O)c1ccc(Cl)c2c(Cl)ccc(C(=O)OC(=O)c3ccc(Cl)c4c(Cl)ccc(C(O)=O)c34)c12,NRB,0
Cc1ncc(CO)c(C=O)c1O,RB,1
C=C(Cl)Cl,NRB,0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,NRB,0
CN(C)c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C,NRB,0
Cc1ccc(c(c1)C)/N=N/c1c(O)ccc2c1cccc2,NRB,0
COc1cccc(c1)[N+]([O-])=O,NRB,0
Fc1ccccc1F,NRB,0
COC(=O)Nc1ccc(cc1)N=Nc1ccc(cc1C)N=Nc1ccc(cc1)O,NRB,0
CC(=O)CC(=O)OC(C)CC,RB,1
COCN(C(=O)CCl)c1c(CC)cccc1CC,NRB,0
C1OC1CN(CC2CO2)c3ccccc3,NRB,0
Sc1nc2ccccc2s1,NRB,0
Cc1cccc(O)c1,NRB,0
OC(=O)c1ccccc1S(O)(=O)=O,NRB,0
CCCCCCCCOC(=O)C=C,RB,1
CCOc1ccc(NC(=O)C)cc1,NRB,0
COCCl,RB,1
Oc1ccc(c(O)c1)C(=O)c2ccccc2,NRB,0
C[Si]1(O[Si](C)(C)O[Si](O[Si](O1)(C)C)(C)C)c1ccccc1,NRB,0
C1CO1,RB,1
COc1ccccc1N,RB,1
OC(=O)CCC(=O)O,RB,1
Clc1c(S)c(Cl)c(c(c1Cl)Cl)Cl,NRB,0
OC(=O)CCCCC(=O)O,RB,1
CCc1ccc(CC)cc1,NRB,0
CC1CCC(CC1)C(=C)C,RB,1
CN(C)C(=O)Nc1ccccc1,RB,1
Brc1cc(c(c(c1O)Br)C)C1(OS(=O)(=O)c2c1cccc2)c1cc(Br)c(c(c1C)Br)O,NRB,0
CC1(C)CCCCC1,NRB,0
OC(=O)CSc1[n]ccc[n]1,RB,1
CCN(CC)c1ccc2c(Oc3cc(ccc3C24OC(=O)c5ccccc45)N(CC)CC)c1,NRB,0
CCN(CC)c1cc(O)c(cc1)C(=O)c1ccccc1C(O)=O,NRB,0
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,RB,1
Cc1cc(C)cc(c1)OP(=O)(Oc1cc(C)cc(C)c1)Oc1cc(C)cc(C)c1,NRB,0
C1CCCCC1N(Sc1[n]c2ccccc2[s]1)C1CCCCC1,NRB,0
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,RB,1
CCCC(=O)O,RB,1
ClCC=C,RB,1
C1(O)C(O)OC(OP(=O)(NCCCl)NCCCl)C(O)C1O,NRB,0
OC(=O)c1cccc(c1C(O)=O)[N+]([O-])=O,NRB,0
[O-][N+](=O)c1cc(Cl)c(cc1)NC(=O)c1cc(Cl)ccc1O,NRB,0
Nc1[n]c([n]c(N)[n]1)-c1ccccc1,NRB,0
CCCCOC(=O)c1ccc(cc1C(=O)OCCCC)C(=O)OCCCC,RB,1
CCNc1cccc2ccccc12,NRB,0
CC1(C)C2CCC1(C)C(=O)C2,RB,1
CCCCCCCCC(C)=O,RB,1
COC(C)(C)C,NRB,0
ClCCCCCCCCCl,NRB,0
CC1(C)C2CC1CCC2(C)OO,NRB,0
NCC1CCC(CC1)C(=O)O,NRB,0
CCCCC(CP(O)(=O)OCC(CCCC)CC)CC,NRB,0
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,RB,1
CC(C)(C)Cl,NRB,0
OS(=O)(=O)CC=C,NRB,0
Nc2ccn(C1OC(CO)C(O)C1(F)F)c(=O)n2,NRB,0
CC(O)C(=O)O,RB,1
Cc1cccc(c1C)[N+](=O)[O-],NRB,0
CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,RB,1
O=C=NCCCCCCN=C=O,NRB,0
c1ccccc1,RB,1
Oc1ccc(Cl)c(Cl)c1,NRB,0
c1[nH]cc[n]1,RB,1
C1CN2CCN1CC2,NRB,0
COCCCN,NRB,0
C=CCOC1=NS(=O)(=O)c2ccccc21,NRB,0
SC(=S)NCCNC(S)=S,NRB,0
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(c1)[N+](=O)[O-],NRB,0
CCNc1nc(NC(C)(C)C)nc(SC)n1,NRB,0
CCC(C)c1ccc(O)cc1,NRB,0
CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,NRB,0
CO[PH](=O)OC,NRB,0
CC(C)(O)C#N,RB,1
CCCCCCSCCCCCC,NRB,0
CN(C)c1ccc(Cc2ccc(cc2)N(C)C)cc1,NRB,0
COc1c2OC(=O)C=Cc2cc3ccoc13,NRB,0
c1c[n]cc[n]1,RB,1
CC(=C)C(=O)OCc1ccccc1,RB,1
[O-][N+](=O)c1ccc(cc1)[N+](=O)[O-],NRB,0
N#CCCCCCCCCCCC(O)=O,RB,1
Oc1cccc2ccc[n]c21,NRB,0
O=C1OCc2ccccc12,RB,1
Cc1ccc(cc1)C(O)=O,RB,1
CC(=O)OCC(CO)OC(=O)C,RB,1
CCOC(Cl)=O,RB,1
CCCCC(CC)COC(=O)CCC,RB,1
Oc1cc2ccccc2cc1C(O)=O,NRB,0
[O-][N+](=O)c1cccc(c1)[N+](=O)[O-],NRB,0
OC(=O)c1ccccc1[N+](=O)[O-],RB,1
Nc1ccc(cc1C#N)[N+](=O)[O-],NRB,0
ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O,NRB,0
Oc1cccc(Cc2ccccc2O)c1,NRB,0
Oc1ccccc1C=O,NRB,0
CC1CCCCC1OC(C)=O,RB,1
CC(Cc1ccc(cc1)C(C)(C)C)C=O,NRB,0
Clc1ccc(cc1)S(=O)(=O)c2ccc(Cl)cc2,NRB,0
Clc1ccc(cc1Cl)N=C=O,NRB,0
ClC(Cl)(Cl)Cl,NRB,0
CCN1CN(CN(C1)CC)CC,RB,1
[O-][N+](=O)c1cccc(Cl)c1,NRB,0
BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr,NRB,0
Nc1ccc2ccccc2c1S(O)(=O)=O,NRB,0
Nc1cccc2cccc(N)c12,NRB,0
OC(CC(=O)O)C(=O)O,RB,1
[O-][N+](=O)c1cccc2c(cccc12)[N+](=O)[O-],NRB,0
Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,NRB,0
COc1cc(O)c(cc1)C(=O)c1ccccc1,NRB,0
O=Cc1ccccc1,RB,1
OC(=O)C1CC(C(C1C(=O)O)C(=O)O)C(=O)O,NRB,0
CC1CCCCC1OC(=O)C,RB,1
Oc1ccccc1[N+](=O)[O-],NRB,0
OC(=O)c1ccccc1I,NRB,0
CC12CCC(C=C1)(C1C2C(=O)N(CC(CCCC)CC)C1=O)C(C)C,NRB,0
COc1cc(\C=C\C(=O)O)ccc1O,RB,1
NC(N)=O,RB,1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,RB,1
OCCCOCCCO,NRB,0
CCCCCCCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCCCCCCC,RB,1
c1ccc2cc3c(cc2c1)c4cccc5cccc3c45,NRB,0
O=NN1CN2CN(C1)CN(C2)N=O,RB,1
c1c2cc3cc4ccccc4cc3cc2cc2ccccc21,NRB,0
CCNc1ccccc1,NRB,0
CCCCCCCCCCCCCCCCCCCC,RB,1
CC(O)CO,RB,1
CCCCOCNC(=O)C=C,RB,1
Cc1ccc(c(c1)[N+]([O-])=O)[N+]([O-])=O,NRB,0
CO[P]1(=S)OCc2ccccc2O1,NRB,0
Clc1ccc(CC#N)cc1,NRB,0
CCN(CCO)CCO,NRB,0
Clc1ccccc1NNc2ccccc2Cl,NRB,0
CC(C)Oc1cc(N2N=C(OC2=O)C(C)(C)C)c(Cl)cc1Cl,NRB,0
CC(C)OC(C)C,NRB,0
CC(C)(C)c1cc(CO)cc(c1O)C(C)(C)C,NRB,0
CO[P](=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,NRB,0
CCCCCCCCCCCO,RB,1
Nc1ccccc1c2ccccc2,NRB,0
BrCC(CBr)(CBr)CBr,NRB,0
CCOC(=O)N,NRB,0
O=C1CCO1,RB,1
COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C,NRB,0
Cc1ccc(cc1)[N+]([O-])=O,NRB,0
OCCCl,RB,1
OCCSCCO,NRB,0
O=C1NC(=O)NC(=O)N1,NRB,0
Cc1ccc(OP(=O)(Oc2cc(C)cc(C)c2)Oc3cccc(C)c3C)c(C)c1,NRB,0
CCOC(=O)Cl,RB,1
Oc1c(cc2c(C(=O)c3ccccc3C2=O)c1O)S(O)(=O)=O,NRB,0
Cc1cccc(c1)c2ccccc2,NRB,0
Nc1c(Br)c2Cc3ccccc3-c2cc1Br,NRB,0
C1N2CN3CN(CN1C3)C2,NRB,0
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,NRB,0
OC(=O)C=CC(O)=O,RB,1
CCCCCCCCCCCCCC,RB,1
ClC(CCl)CCl,NRB,0
CC(Cl)C(=O)O,RB,1
O=C(c1ccccc1)c1ccccc1,NRB,0
CC(Cl)Cl,NRB,0
CC(C)(c1ccc(OC#N)cc1)c2ccc(OC#N)cc2,NRB,0
Nc1ccc(N)cc1,NRB,0
O=C(c1cccc[n]1)c1ccccc1,RB,1
Oc1ccccc1Cc2ccccc2O,NRB,0
CCCCCCCCC=CCCCCCCCC(=O)N(C)CCS(=O)(=O)O,RB,1
Cc1cccc(c1O)C(C)(C)C,NRB,0
Nc1n[nH]c(S)n1,NRB,0
CC(C)OC(=O)Cl,NRB,0
CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)C(=O)Nc4ccccc4C,NRB,0
Cc1cscc1,NRB,0
Oc1cc(O)cc(O)c1,RB,1
CCN(c1ccc(cc1)/N=N/c1ccc(cc1Cl)[N+](=O)[O-])CCOc1ccccc1,NRB,0
ClC(Cl)(Cl)c1ccccc1,RB,1
CC(C)C1CCC(C)CC1,RB,1
Oc1ccccc1CC=C,RB,1
Clc1ccccc1-c1ccccc1Cl,NRB,0
Oc1ccccc1-c1ccccc1,RB,1
COc1ccc(O)c(c1)C(C)(C)C,NRB,0
Clc1ccc2C(=O)c3ccccc3C(=O)c2c1,NRB,0
Nc1cccc(c1)S(=O)(=O)O,NRB,0
Nc1c(Cl)cc(Cl)cc1Cl,NRB,0
CCCC1=CC(=O)NC(=S)N1,NRB,0
Nc1[nH]cnn1,NRB,0
C=C(Br)c1ccccc1,NRB,0
OCCO,RB,1
Cc1cc(ccc1)[N+]([O-])=O,NRB,0
CC(C)c1ccc(cc1)C(C)C,NRB,0
OCCNc1nc(NCCCOCCOc2ccccc2)c(c(c1C#N)C)/N=N/c1ccc(cc1C#N)[N+](=O)[O-],NRB,0
OC(c1ccccc1)c2ccccc2,RB,1
COC(C)CCO,RB,1
CCCCCCCCC(C(=O)O[Sn](CCCC)(CCCC)CCCC)CC(=O)O[Sn](CCCC)(CCCC)CCCC,NRB,0
CNCCS(O)(=O)=O,RB,1
OC(=O)c1ccccc1-c1ccccc1C(O)=O,RB,1
COC(=O)CC(=O)C(C)(C)C,NRB,0
CC(C)CC(C)(C)C,NRB,0
CCCCCC(=O)CCCCC,RB,1
Cc1cc(O)c(cc1C1(OS(=O)(=O)c2c1cccc2)c1cc(C)c(cc1C)O)C,NRB,0
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,NRB,0
S(Sc1sc2ccccc2n1)c3sc4ccccc4n3,NRB,0
CCC(C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],NRB,0
Cc1cc(O)c(cc1Sc2cc(c(O)cc2C)C(C)(C)C)C(C)(C)C,NRB,0
C1C=CCC2C=CCC21,NRB,0
BrC=CBr,NRB,0
CC(C)(C)c1cc(cc(N=Nc2ccccc2[N+]([O-])=O)c1O)C(C)(C)C,NRB,0
BrCCCCCCCCCCBr,NRB,0
CCCCCCCCCc1ccc(O)cc1,NRB,0
Nc1cccc2C(=O)c3ccccc3C(=O)c12,NRB,0
CCOP(=S)(OCC)O\N=C(/C#N)\c1ccccc1,NRB,0
Cc1ccc(N)c(c1)S(=O)(=O)O,NRB,0
OC(=O)C(O)=O,RB,1
Nc1nc(N)nc(n1)c2ccccc2,NRB,0
OS(=O)(=O)c1cccc2c(cccc21)S(O)(=O)=O,RB,1
CCC(=O)C,RB,1
CCC(CO)(CO)COCC(CC)(CO)CO,NRB,0
CCCCCCCCCCCCCCC,RB,1
CC(C)(CC)c1cc(c(cc1)OC(CC)C(=O)Nc1cc(O)c(cc1)NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)CC,NRB,0
c1cc2cccc3C=Cc(c1)c23,NRB,0
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,NRB,0
COc1cc(ccc1N=Nc2c(O)c3c(N)cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5c(O)c6c(N)cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(OC)c4,NRB,0
CCCCN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,NRB,0
OC(=O)\C=C\C(=O)O,RB,1
CC1=C(SCCO1)C(=O)Nc2ccccc2,RB,1
ClCCOC(c1ccccc1)c2ccccc2,NRB,0
[O-][N+](=O)c1cc(Cl)c(N=Nc2ccc(cc2)N(CCC#N)CCC#N)c(Cl)c1,NRB,0
COCCOC(=O)C=C,RB,1
CCC(O)CO,RB,1
N#CC1SC2=C(SC=1C#N)C(=O)c1ccccc1C2=O,NRB,0
CC(c1ccccc1)c2ccc(O)c(C(C)c3ccccc3)c2C(C)c4ccccc4,NRB,0
NC(=O)C=C,RB,1
CCCCC(CC)(CO)CO,NRB,0
ClCC(Cl)Cl,NRB,0
O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,RB,1
CCNc1[n]c(NC(C)(C)C)[n]c([n]1)SC,NRB,0
c1cccc2c(cccc21)Nc1ccccc1,NRB,0
CCCCC(COP(O)(=O)OCC(CCCC)CC)CC,NRB,0
C1=Cc2cccc3cccc1c23,NRB,0
CCOP(=S)(Oc1ccc(cc1)[N+](=O)[O-])c2ccccc2,NRB,0
CN(C)Cc1ccccc1,NRB,0
CC(=C)C(=O)OC(C)(C)C,NRB,0
Cc1ccc(C)c(N)c1,NRB,0
CCCCCCCCC#N,RB,1
Sc1cccc2ccccc21,NRB,0
O=c1c2ccc3c4c2c(c2c1cccc2)[nH]c1c4c2c([nH]3)c3ccccc3c(=O)c2cc1,NRB,0
CNC(S)=S,NRB,0
Clc1cc(Cl)ccc1,NRB,0
CC(C)(C)OOC(C)(C)c1cccc(c1)C(C)(C)OOC(C)(C)C,NRB,0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,NRB,0
Nc1cc(ccc1)S(=O)(=O)c1cc(N)ccc1,NRB,0
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,NRB,0
C=C1COC2(OC1)OCCCO2,NRB,0
Nc1c[n]ccc1,NRB,0
COC(=O)C=CC(=O)OC,RB,1
CC(C)(C)c1ccccc1,RB,1
CC1C=CCC2C1C(=O)OC2=O,NRB,0
OC(=O)c1cccc2ccccc12,NRB,0
CC(C)(C)c1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C,NRB,0
COc1ccc(O)cc1,RB,1
CC(C)CC=C,NRB,0
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,NRB,0
[O-][N+](=O)c1ccc(Cl)cc1Cl,NRB,0
CN(C)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C,NRB,0
CC(C)CCCCCCCCCCCCCCC(=O)O,RB,1
CCCCCCCCCCSSCCCCCCCCCC,NRB,0
ClC\C=C\Cl,NRB,0
Oc1ccc(cc1)-c1ccccc1,NRB,0
OC(=O)CC(=C)C(=O)O,RB,1
NCCN,RB,1
CC(C)(C)c1cc(C)cc(Cc2cc(C)cc(c2O)C(C)(C)C)c1O,NRB,0
CCCCOC(=O)CC(=O)C,RB,1
CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOS(=O)(=O)O)cc1,NRB,0
CC1(C)CC(=O)CC(C)(C)N1,NRB,0
CCCCCC1OC1CC1OC1CCCCCCCC(=O)OC(COC(=O)CCCCCCCC1OC1CC1OC1CCCCC)COC(=O)CCCCCCCC1OC1CC1OC1CCCCC,RB,1
NCCc1ccc(Br)cc1,RB,1
CCO[P](=S)(Oc1ccc(cc1)[N+]([O-])=O)c2ccccc2,NRB,0
